test_number,date_time,B_n_slots,L_payload_size,R_random_seed,H,N,T_round,energy_savings
67182, 2019-06-05T06:23:01+02:00,30,16,25026,4,2,276428.0,36.28924499882477
67183, 2019-06-01T09:31:01+02:00,30,16,31942,4,2,276458.0,35.950317685944746
67184, 2019-06-02T08:02:01+02:00,30,16,8851,4,2,276428.0,34.17772754961367
67185, 2019-06-03T20:05:01+02:00,30,16,19023,4,2,276428.0,33.02844420039941
67186, 2019-06-03T17:31:01+02:00,30,16,13730,4,2,276428.0,35.36931636230108
67187, 2019-06-04T11:15:01+02:00,30,16,7568,4,2,276397.0,35.23433524716498
67188, 2019-06-05T15:29:01+02:00,30,16,27268,4,2,276428.0,33.40158712824433
67189, 2019-05-30T02:55:01+02:00,30,16,26328,4,2,276489.0,34.5369748940918
67190, 2019-06-01T05:05:01+02:00,30,16,14675,4,2,276458.0,33.79725424508162
67191, 2019-05-31T23:57:01+02:00,30,16,6272,4,2,276458.0,36.43112100244383
67192, 2019-06-01T06:15:01+02:00,30,16,30850,4,2,276458.0,34.268140010752916
67193, 2019-06-02T05:56:01+02:00,30,16,21025,4,2,276489.0,33.96546656565782
67194, 2019-06-01T07:32:01+02:00,30,16,15149,4,2,276397.0,35.069827308806175
67195, 2019-06-05T02:11:01+02:00,30,16,31369,4,2,276428.0,35.17358975018575
67196, 2019-06-01T23:38:01+02:00,30,16,18032,4,2,276367.0,35.135392755157994
67197, 2019-05-31T04:14:01+02:00,30,16,1620,4,2,276428.0,35.235317195088015
67198, 2019-05-31T10:11:01+02:00,30,16,4309,4,2,276428.0,34.61939705497179
67199, 2019-05-30T02:34:01+02:00,30,16,3348,4,2,276428.0,35.066717249066805
67200, 2019-06-02T04:11:01+02:00,30,16,32596,4,2,276489.0,35.80747227958757
67201, 2019-06-05T06:16:01+02:00,30,16,18497,4,2,276397.0,33.382024108359104
67202, 2019-06-03T06:19:01+02:00,30,16,25025,4,2,276489.0,37.24128822223333
67203, 2019-05-31T10:04:01+02:00,30,16,13932,4,2,276489.0,33.39274990429412
67204, 2019-06-04T09:02:01+02:00,30,16,20029,4,2,276489.0,34.97780651061582
67205, 2019-06-04T05:11:01+02:00,30,16,4486,4,2,276397.0,33.61233085553536
67206, 2019-05-31T10:46:01+02:00,30,16,24966,4,2,276367.0,35.661193656662704
67207, 2019-05-30T13:46:01+02:00,30,16,20603,4,2,276428.0,35.597896487934804
67208, 2019-06-03T23:35:01+02:00,30,16,18290,4,2,276428.0,34.12059005985998
67209, 2019-06-04T13:21:01+02:00,30,16,30790,4,2,276428.0,34.442304250368615
67210, 2019-06-01T11:37:01+02:00,30,16,13044,4,2,276458.0,35.27503400809768
67211, 2019-06-01T16:10:01+02:00,30,16,13259,4,2,276519.0,33.429360437796845
67212, 2019-06-05T01:22:01+02:00,30,16,5724,4,2,276367.0,35.04834620725384
67213, 2019-06-04T15:48:01+02:00,30,16,5005,4,2,276489.0,34.257640589095885
67214, 2019-05-31T21:09:01+02:00,30,16,12958,4,2,276458.0,33.52637856517657
67215, 2019-06-03T00:22:01+02:00,30,16,4516,4,2,276458.0,34.02712815715622
67216, 2019-06-02T20:31:01+02:00,30,16,6307,4,2,276458.0,36.22488485613745
67217, 2019-06-01T00:53:01+02:00,30,16,27049,4,2,276458.0,34.273635009180566
67218, 2019-06-01T03:06:01+02:00,30,16,2066,4,2,276458.0,36.725674641309595
67219, 2019-06-03T19:58:01+02:00,30,16,26399,4,2,276428.0,34.73943264917779
67220, 2019-06-05T22:29:01+02:00,30,16,13278,4,2,276397.0,35.7319566052215
67221, 2019-06-03T07:29:01+02:00,30,16,21604,4,2,276428.0,34.71099513171839
67222, 2019-05-30T12:15:01+02:00,30,16,17512,4,2,276489.0,32.419174438778654
67223, 2019-05-30T09:55:01+02:00,30,16,29997,4,2,276458.0,36.57357815684609
67224, 2019-05-31T13:48:01+02:00,30,16,2210,4,2,276458.0,35.467401371344955
67225, 2019-06-05T11:59:01+02:00,30,16,16105,4,2,276489.0,36.2916851934193
67226, 2019-05-31T12:38:01+02:00,30,16,26768,4,2,276489.0,36.863039997823606
67227, 2019-05-30T20:11:01+02:00,30,16,18339,4,2,276397.0,36.77461481274609
67228, 2019-06-05T19:06:01+02:00,30,16,29079,4,2,276428.0,34.647973323923225
67229, 2019-06-02T06:17:01+02:00,30,16,21662,4,2,276489.0,34.98595648466166
67230, 2019-06-02T08:16:01+02:00,30,16,22799,4,2,276428.0,34.73675312849398
67231, 2019-05-31T04:07:01+02:00,30,16,25695,4,2,276489.0,36.47932575703628
67232, 2019-06-03T05:51:01+02:00,30,16,6747,4,2,276489.0,36.440798188284134
67233, 2019-05-31T18:21:01+02:00,5,64,28122,4,2,104675.0,10.553768817058998
67234, 2019-06-03T01:46:01+02:00,5,64,30407,4,2,104614.0,17.04556857585657
67235, 2019-06-02T14:27:01+02:00,5,64,17143,4,2,104675.0,15.325067963768909
67236, 2019-06-03T16:00:01+02:00,5,64,26665,4,2,104553.0,13.959102924784512
67237, 2019-05-31T19:45:01+02:00,5,64,14040,4,2,104675.0,17.011087125102172
67238, 2019-06-03T12:30:01+02:00,5,64,1470,4,2,104736.0,13.35867098212487
67239, 2019-06-01T18:51:01+02:00,5,64,23930,4,2,104705.0,13.42893712613954
67240, 2019-06-05T18:59:01+02:00,5,64,11810,4,2,104675.0,15.744249949764944
67241, 2019-05-31T03:11:01+02:00,5,64,26447,4,2,104675.0,11.520594965675057
67242, 2019-05-31T21:51:01+02:00,5,64,3066,4,2,104614.0,16.148157906530898
67243, 2019-06-01T08:42:01+02:00,5,64,14738,4,2,104675.0,15.250704019310243
67244, 2019-05-31T02:57:01+02:00,5,64,1689,4,2,104705.0,11.598590328730719
67245, 2019-06-01T16:45:01+02:00,5,64,25843,4,2,104675.0,12.59029832850118
67246, 2019-06-02T05:21:01+02:00,5,64,6978,4,2,104736.0,17.64473850254035
67247, 2019-06-01T02:45:01+02:00,5,64,20542,4,2,104736.0,12.456804733727811
67248, 2019-05-30T05:15:01+02:00,5,64,21153,4,2,104675.0,13.861916560637514
67249, 2019-06-04T23:51:01+02:00,5,64,32183,4,2,104553.0,15.963567936398162
67250, 2019-06-02T00:55:01+02:00,5,64,18185,4,2,104644.0,14.929247450151612
67251, 2019-06-01T23:59:01+02:00,5,64,3085,4,2,104675.0,18.34112701336734
67252, 2019-06-04T20:00:01+02:00,5,64,6758,4,2,104644.0,11.65376905244532
67253, 2019-06-03T14:15:01+02:00,5,64,1400,4,2,104675.0,13.384282769370003
67254, 2019-06-04T01:41:01+02:00,5,64,28011,4,2,104644.0,13.533098021838775
67255, 2019-06-04T09:44:01+02:00,5,64,11491,4,2,104644.0,13.551427237489278
67256, 2019-06-05T22:22:01+02:00,5,64,25354,4,2,104644.0,13.776054316904666
67257, 2019-06-02T05:49:01+02:00,5,64,17237,4,2,104705.0,15.15227553905147
67258, 2019-06-03T11:20:01+02:00,5,64,3659,4,2,104675.0,14.670799040778192
67259, 2019-06-02T13:10:01+02:00,5,64,12492,4,2,104675.0,8.363449620066469
67260, 2019-06-03T22:39:01+02:00,5,64,31938,4,2,104675.0,13.42599782574934
67261, 2019-06-01T11:09:01+02:00,5,64,6534,4,2,104705.0,14.08915276599755
67262, 2019-05-30T23:34:01+02:00,5,64,14826,4,2,104644.0,16.282967325112445
67263, 2019-06-01T17:20:01+02:00,5,64,5732,4,2,104675.0,14.346609830824564
67264, 2019-06-05T22:57:01+02:00,5,64,30362,4,2,104614.0,14.98772099160629
67265, 2019-05-31T22:54:01+02:00,5,64,25399,4,2,104614.0,12.111201021733832
67266, 2019-05-31T16:01:01+02:00,5,64,25049,4,2,104675.0,10.08201925444109
67267, 2019-06-04T00:52:01+02:00,5,64,905,4,2,104583.0,15.07653499971335
67268, 2019-06-02T15:58:01+02:00,5,64,9569,4,2,104644.0,9.998356074305441
67269, 2019-05-30T06:39:01+02:00,5,64,23090,4,2,104644.0,17.218726865856866
67270, 2019-06-05T02:25:01+02:00,5,64,17219,4,2,104614.0,12.954027188086629
67271, 2019-06-03T00:01:01+02:00,5,64,20230,4,2,104644.0,12.595404984423675
67272, 2019-06-02T09:19:01+02:00,5,64,13071,4,2,104644.0,13.080306278728187
67273, 2019-05-30T21:42:01+02:00,5,64,22695,4,2,104766.0,16.121631091575345
67274, 2019-06-04T04:01:01+02:00,5,64,5495,4,2,104705.0,16.714218642782335
67275, 2019-05-31T23:29:01+02:00,5,64,22010,4,2,104644.0,10.387491577302235
67276, 2019-06-04T03:26:01+02:00,5,64,31466,4,2,104675.0,14.81744235826555
67277, 2019-06-04T11:01:01+02:00,5,64,23980,4,2,104705.0,13.208387852017598
67278, 2019-06-05T01:01:01+02:00,5,64,28486,4,2,104705.0,11.975415139098555
67279, 2019-06-03T11:13:01+02:00,5,64,768,4,2,104614.0,11.0628595466493
67280, 2019-05-31T14:30:01+02:00,5,64,12936,4,2,104675.0,14.36673642157329
67281, 2019-06-01T04:16:01+02:00,5,64,22533,4,2,104644.0,15.555258250467912
67282, 2019-05-30T22:52:01+02:00,5,64,29521,4,2,104675.0,8.999915669314973
67283, 2019-05-30T01:59:01+02:00,5,64,16916,4,2,104675.0,12.148750179351067
67284, 2019-06-05T16:11:01+02:00,5,64,3119,4,2,104705.0,12.936044341722631
67285, 2019-06-05T19:13:01+02:00,5,64,20387,4,2,104705.0,13.72183197285226
67286, 2019-06-01T21:04:01+02:00,5,64,10271,4,2,104675.0,15.768463073852296
67287, 2019-05-30T01:31:01+02:00,5,64,1382,4,2,104583.0,14.496691048415187
67288, 2019-05-30T11:40:01+02:00,5,64,15125,4,2,104705.0,12.528616452278538
67289, 2019-05-31T20:34:01+02:00,5,64,12205,4,2,104644.0,16.619839449541285
67290, 2019-06-04T11:50:01+02:00,5,64,12202,4,2,104705.0,9.766531525234168
67291, 2019-06-02T12:14:01+02:00,5,64,1854,4,2,104675.0,12.465025735911986
67292, 2019-05-31T11:49:01+02:00,5,64,20920,4,2,104644.0,12.419369422973585
67293, 2019-05-31T21:30:01+02:00,10,64,11947,4,2,201995.0,14.261596446110039
67294, 2019-06-02T11:46:01+02:00,10,64,5602,4,2,201995.0,15.87944498545475
67295, 2019-05-30T03:09:01+02:00,10,64,13227,4,2,202056.0,11.805655726909544
67296, 2019-05-30T23:06:01+02:00,10,64,19911,4,2,201965.0,17.618489404560844
67297, 2019-06-01T06:29:01+02:00,10,64,1981,4,2,202026.0,13.240502350992978
67298, 2019-06-04T08:41:01+02:00,10,64,15688,4,2,201995.0,16.303760708581386
67299, 2019-05-30T23:41:01+02:00,10,64,17921,4,2,202026.0,16.745463838487094
67300, 2019-06-05T22:43:01+02:00,10,64,4758,4,2,202026.0,17.352966303379425
67301, 2019-06-04T14:24:01+02:00,10,64,10152,4,2,202087.0,16.49403740521852
67302, 2019-06-02T06:31:01+02:00,10,64,28453,4,2,202026.0,14.050782067986571
67303, 2019-06-05T21:33:01+02:00,10,64,7246,4,2,201995.0,14.451028900088303
67304, 2019-06-02T23:05:01+02:00,10,64,11089,4,2,201995.0,11.553889733337044
67305, 2019-06-03T13:40:01+02:00,10,64,19557,4,2,202056.0,13.916507309263482
67306, 2019-06-04T15:41:01+02:00,10,64,5324,4,2,201995.0,16.02464114360179
67307, 2019-05-30T03:51:01+02:00,10,64,31873,4,2,202056.0,20.797558704872245
67308, 2019-05-31T12:45:01+02:00,10,64,20949,4,2,202026.0,14.24606313916594
67309, 2019-06-02T17:57:01+02:00,10,64,425,4,2,202056.0,15.595158036314727
67310, 2019-06-05T03:21:01+02:00,10,64,29814,4,2,201995.0,16.22356631111738
67311, 2019-05-30T21:07:01+02:00,10,64,5294,4,2,202056.0,14.197237661602632
67312, 2019-06-01T20:01:01+02:00,10,64,13852,4,2,202026.0,15.405554920488466
67313, 2019-06-01T12:33:01+02:00,10,64,24368,4,2,201965.0,16.282736618761298
67314, 2019-06-02T16:33:01+02:00,10,64,16268,4,2,202056.0,13.253685027152832
67315, 2019-06-02T17:22:01+02:00,10,64,22443,4,2,202087.0,16.08718009572406
67316, 2019-06-01T00:32:01+02:00,10,64,23955,4,2,202026.0,12.787314130115593
67317, 2019-06-01T11:51:01+02:00,10,64,11234,4,2,201965.0,18.894544227440793
67318, 2019-06-02T02:47:01+02:00,10,64,10791,4,2,202056.0,18.076215602161987
67319, 2019-06-01T17:55:01+02:00,10,64,17576,4,2,201965.0,15.543060595772861
67320, 2019-05-30T18:12:01+02:00,10,64,10185,4,2,202026.0,15.72923000974107
67321, 2019-06-02T03:43:01+02:00,10,64,9625,4,2,201995.0,14.24656986892881
67322, 2019-05-30T15:31:01+02:00,10,64,1828,4,2,202026.0,17.81736710297004
67323, 2019-06-03T15:46:01+02:00,10,64,21497,4,2,,
67324, 2019-06-02T19:42:01+02:00,10,64,21484,4,2,202026.0,18.119451982032654
67325, 2019-06-02T13:38:01+02:00,10,64,4100,4,2,201995.0,16.08133704735376
67326, 2019-05-31T00:02:01+02:00,10,64,17454,4,2,202026.0,16.79601020309943
67327, 2019-06-04T15:13:01+02:00,10,64,21332,4,2,201934.0,17.466461130405776
67328, 2019-06-04T00:03:01+02:00,10,64,28032,4,2,202026.0,15.82908147733223
67329, 2019-06-02T05:28:01+02:00,10,64,13119,4,2,201965.0,8.273634180726104
67330, 2019-06-03T20:47:01+02:00,10,64,3446,4,2,202026.0,17.4540684948471
67331, 2019-06-03T04:41:01+02:00,10,64,25379,4,2,201904.0,17.090635086910048
67332, 2019-06-03T23:07:01+02:00,10,64,16186,4,2,201934.0,15.341268472198264
67333, 2019-06-03T07:36:01+02:00,10,64,18801,4,2,202056.0,16.667871779451964
67334, 2019-06-04T21:03:01+02:00,10,64,13363,4,2,202026.0,16.609926661910244
67335, 2019-06-01T12:05:01+02:00,10,64,32528,4,2,201965.0,16.863235592325353
67336, 2019-06-01T00:46:01+02:00,10,64,5926,4,2,202026.0,18.722982708933717
67337, 2019-06-02T21:27:01+02:00,10,64,15634,4,2,201965.0,13.113895870875027
67338, 2019-06-03T14:50:01+02:00,10,64,31915,4,2,201995.0,13.591668802787293
67339, 2019-05-31T16:08:01+02:00,10,64,8682,4,2,201995.0,17.358055670676666
67340, 2019-06-05T12:48:01+02:00,10,64,1346,4,2,202026.0,12.618087898470515
67341, 2019-06-01T04:58:01+02:00,10,64,28441,4,2,201995.0,14.524622584020328
67342, 2019-05-30T17:37:01+02:00,10,64,18278,4,2,201995.0,19.057381589632833
67343, 2019-06-05T20:02:01+02:00,10,64,24153,4,2,202056.0,15.865303970669286
67344, 2019-05-30T05:57:01+02:00,10,64,7235,4,2,201995.0,17.250383763545013
67345, 2019-06-05T01:57:01+02:00,10,64,8335,4,2,202026.0,17.62574644005512
67346, 2019-05-31T11:42:01+02:00,10,64,13555,4,2,202056.0,13.220457945062723
67347, 2019-05-31T09:43:01+02:00,10,64,23907,4,2,202026.0,20.430192872450196
67348, 2019-06-02T06:38:01+02:00,10,64,14050,4,2,202026.0,14.62899175912873
67349, 2019-05-30T19:50:01+02:00,10,64,16002,4,2,202056.0,18.274384850648453
67350, 2019-06-03T13:12:01+02:00,10,64,27345,4,2,201995.0,16.01350485857909
67351, 2019-06-03T10:10:01+02:00,10,64,14797,4,2,202026.0,12.025441969552721
67352, 2019-06-05T13:37:01+02:00,10,64,32421,4,2,202026.0,20.388219768471345
67353, 2019-06-03T20:54:01+02:00,30,64,20094,4,2,591461.0,15.983794660061623
67354, 2019-06-05T05:41:01+02:00,30,64,22794,4,2,591369.0,17.895636068746672
67355, 2019-06-02T03:22:01+02:00,30,64,10595,4,2,591430.0,17.394065867891477
67356, 2019-06-03T02:35:01+02:00,30,64,4951,4,2,591430.0,16.394052780582445
67357, 2019-06-02T23:47:01+02:00,30,64,15119,4,2,591461.0,20.03757459672603
67358, 2019-06-05T12:06:01+02:00,30,64,17522,4,2,591400.0,18.21975109766101
67359, 2019-05-31T05:52:01+02:00,30,64,24444,4,2,591430.0,17.099775421347125
67360, 2019-06-04T05:04:01+02:00,30,64,27476,4,2,591400.0,18.928341538401057
67361, 2019-05-31T13:13:01+02:00,30,64,27863,4,2,591430.0,18.310581286331583
67362, 2019-05-31T20:55:01+02:00,30,64,516,4,2,591430.0,14.220127034537514
67363, 2019-06-03T12:16:01+02:00,30,64,21485,4,2,591400.0,18.40863802364732
67364, 2019-05-30T17:44:01+02:00,30,64,16535,4,2,591400.0,17.64292269759536
67365, 2019-06-04T03:54:01+02:00,30,64,15369,4,2,591461.0,13.061451553178284
67366, 2019-06-03T15:11:01+02:00,30,64,14109,4,2,591400.0,18.390116362887085
67367, 2019-05-31T20:20:01+02:00,30,64,21920,4,2,591400.0,16.281872549298882
67368, 2019-06-05T03:28:01+02:00,30,64,26790,4,2,591369.0,18.361910210795447
67369, 2019-06-01T15:42:01+02:00,30,64,2802,4,2,591339.0,15.36787095712287
67370, 2019-05-30T09:34:01+02:00,30,64,27478,4,2,591430.0,17.25247376149406
67371, 2019-06-02T04:32:01+02:00,30,64,5743,4,2,591400.0,17.242801612306263
67372, 2019-06-01T06:43:01+02:00,30,64,24024,4,2,591461.0,17.147351650321564
67373, 2019-06-03T22:32:01+02:00,30,64,12301,4,2,591430.0,17.130076628043824
67374, 2019-06-01T05:40:01+02:00,30,64,25602,4,2,591369.0,17.683231113472093
67375, 2019-05-30T18:33:01+02:00,30,64,24868,4,2,591430.0,17.63408492286318
67376, 2019-05-30T14:28:01+02:00,30,64,28376,4,2,591461.0,18.321787588774793
67377, 2019-06-02T12:07:01+02:00,30,64,12348,4,2,591430.0,20.209729498901197
67378, 2019-06-01T17:48:01+02:00,30,64,29561,4,2,591430.0,15.152716222870803
67379, 2019-05-31T20:48:01+02:00,30,64,1112,4,2,591491.0,17.12170363045449
67380, 2019-06-05T13:30:01+02:00,30,64,3890,4,2,591339.0,20.424713428190262
67381, 2019-06-01T07:04:01+02:00,30,64,4652,4,2,591430.0,14.854214670133263
67382, 2019-06-03T08:32:01+02:00,30,64,23127,4,2,591400.0,17.574193910526272
67383, 2019-05-31T11:21:01+02:00,30,64,32517,4,2,591400.0,13.581519469540329
67384, 2019-06-02T16:26:01+02:00,30,64,857,4,2,591400.0,15.233153757647386
67385, 2019-06-02T20:24:01+02:00,30,64,18870,4,2,591369.0,17.35677606423082
67386, 2019-06-01T21:18:01+02:00,30,64,32097,4,2,591430.0,16.887447873899113
67387, 2019-06-03T02:00:01+02:00,30,64,21572,4,2,591430.0,18.14209856634414
67388, 2019-06-03T19:09:01+02:00,30,64,12514,4,2,591369.0,18.904598131112653
67389, 2019-06-04T13:35:01+02:00,30,64,10469,4,2,591461.0,13.380137013656672
67390, 2019-06-02T01:44:01+02:00,30,64,14953,4,2,591400.0,17.987087762800908
67391, 2019-05-31T02:43:01+02:00,30,64,2936,4,2,591430.0,17.846356270849714
67392, 2019-05-30T14:49:01+02:00,30,64,18738,4,2,591400.0,19.334280635111114
67393, 2019-06-04T10:12:01+02:00,30,64,2552,4,2,591339.0,19.589988670943097
67394, 2019-05-31T20:06:01+02:00,30,64,28035,4,2,591400.0,18.584537642469424
67395, 2019-06-03T07:15:01+02:00,30,64,16830,4,2,591339.0,18.466725901569973
67396, 2019-06-03T05:44:01+02:00,30,64,19418,4,2,591461.0,19.318092514466766
67397, 2019-06-05T09:32:01+02:00,30,64,27285,4,2,591461.0,17.812315585130374
67398, 2019-06-05T10:35:01+02:00,30,64,13484,4,2,591400.0,18.41483370270635
67399, 2019-06-02T08:30:01+02:00,30,64,17378,4,2,591400.0,15.681002578713606
67400, 2019-06-01T09:59:01+02:00,30,64,1771,4,2,591430.0,13.403286171547753
67401, 2019-06-04T12:04:01+02:00,30,64,26065,4,2,591430.0,18.79399488059571
67402, 2019-06-05T13:02:01+02:00,30,64,29945,4,2,591430.0,15.467790449377675
67403, 2019-06-04T23:37:01+02:00,30,64,27371,4,2,591430.0,18.06000785954945
67404, 2019-05-31T02:08:01+02:00,30,64,23734,4,2,591400.0,16.1922849507859
67405, 2019-06-03T05:37:01+02:00,30,64,7163,4,2,591430.0,17.53265051089167
67406, 2019-06-03T16:42:01+02:00,30,64,17911,4,2,591400.0,15.498416091260168
67407, 2019-06-02T12:56:01+02:00,30,64,26357,4,2,591339.0,17.09254181217872
67408, 2019-06-02T21:20:01+02:00,30,64,20188,4,2,591400.0,16.02254681113354
67409, 2019-06-05T18:31:01+02:00,30,64,24518,4,2,591430.0,17.331599803297422
67410, 2019-05-30T11:05:01+02:00,30,64,11404,4,2,591339.0,16.6292639571596
67411, 2019-06-03T07:08:01+02:00,30,64,11216,4,2,591369.0,14.424375584397595
67412, 2019-06-04T04:43:01+02:00,30,64,9871,4,2,591430.0,17.74841428415015
